title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2024-10-11 Better Custom Vis Color Palettes,https://www.youtube.com/watch?v=W0A3B82ZAVk,W0A3B82ZAVk,2025-01-30,01:15,75,20,0,"Richer UX for setting custom colors on a given visualization, mirroring the improved UX for global color palettes.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-11 Draft History,https://www.youtube.com/watch?v=TNT-as6gMUg,TNT-as6gMUg,2025-01-30,04:35,275,16,0,"More work on draft-publish workflows with rich history on all of the drafts associated with a workbook or dashboard, and function to restore these drafts as well.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-11 Better Content Validator,https://www.youtube.com/watch?v=R4uDgGYyXh8,R4uDgGYyXh8,2025-01-30,01:28,88,19,0,More functionality to understand the current overall state in the content validator - how much is errored and filtering to only errored content.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-11 NBA Demo,https://www.youtube.com/watch?v=4t6ULPjSXDo,4t6ULPjSXDo,2025-01-30,02:07,127,42,0,"A quick set of demo dashboards with stylized tables and charts for the NBA, using public data.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-25 Column Rename Polish,https://www.youtube.com/watch?v=okVzrS5RABw,okVzrS5RABw,2025-01-30,01:07,67,27,0,"Some new improvements to column header renaming, avoiding accidental resorts and making the app more delightful.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-25 Vis Config Locking,https://www.youtube.com/watch?v=d4CdLTxB8ws,d4CdLTxB8ws,2025-01-30,02:54,174,57,0,"The beta launch of locking the vis config.  While evolving the vis config dynamically as you query can be helpful in normal circumstances, when configs have been highly adjusted, locking the configuration to prevent updates on query structure changes offers a new alternative.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-18 Hiding Axes and Hiding Axis Labels,https://www.youtube.com/watch?v=T-Q3ihf3BQQ,T-Q3ihf3BQQ,2025-01-30,01:11,71,15,0,More work on vis - this time a quick demo of hiding axes labels,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-18 Map Regions (Near Launch),https://www.youtube.com/watch?v=R1jhbqKd--E,R1jhbqKd--E,2025-01-30,06:10,370,32,0,"The soon-to-launch map regions, including countries, states, counties, and zip codes out of the box, and simple workflow to BYO topojson or vector tiles.  Lots of work on making these big files performant on dashboards.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-18 Intelligent IDE Autocomplete (LLM Powered),https://www.youtube.com/watch?v=Lda79D32vbY,Lda79D32vbY,2025-01-30,04:34,274,81,0,"A first look at some experimental work to bring intelligent auto-complete to the Omni IDE.  Powered by LLMs and model metadata, this would open up the opportunity to auto-model fields with simple auto-complete.  Very early work-in-progress",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-25 Better Table Search in All Views and Fields,https://www.youtube.com/watch?v=CGG7sc0XwHg,CGG7sc0XwHg,2025-01-30,01:12,72,26,0,Some significant improvements to search over massive database schemas.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-18 Embedded Dashboard Scheduling,https://www.youtube.com/watch?v=CBqYg_PEB60,CBqYg_PEB60,2025-01-30,03:42,222,27,0,Soon-to-launch scheduling for embedded users.  Now it will be trivial to enable dashboards via email for embed users.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-25 Better Templating Handling in SQL Compilation,https://www.youtube.com/watch?v=0E5aD-U5umc,0E5aD-U5umc,2025-01-30,04:55,295,17,0,"Some mostly invisible tweaks to how SQL is compiled with templating, reducing rare errors and improving performance.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-10-25 Smart SQL and IDE Autocomplete,https://www.youtube.com/watch?v=qhVICybh4GU,qhVICybh4GU,2025-01-30,05:24,324,50,0,"More work on our intelligent autocomplete for both SQL and the IDE, allowing psuedo instant field compilation from even comments.  Show a nice example from the SQL block of a comment that automatically generates a query on the fly.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-10-18 SQL Sorting, Calcs, Formatting (Soon)",https://www.youtube.com/watch?v=U1P3wjPCbCk,U1P3wjPCbCk,2025-01-30,03:44,224,21,0,"Another look at the work to enrich the SQL experience in Omni - simpler query construction, formatting, sorting, and all of the goodness of the Excel calculation layer on top of SQL",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 dbt Reader,https://www.youtube.com/watch?v=q299W9Rj38Q,q299W9Rj38Q,2025-01-30,04:37,277,22,0,"An early preview of our dbt reader in Omni.  This allows Omni developers to view the entire dbt git repo, for simpler debugging rather than having to jump across apps to understand the dbt workflow beneath Omni.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Single Select Filters in Model,https://www.youtube.com/watch?v=k-iMdvHFDKM,k-iMdvHFDKM,2025-01-30,02:50,170,28,0,"Now string fields in the model can explicit be set to single-select dropdowns, allowing for cleaner usage of items like filter-only fields for templated filters or parameterization.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 AI Model Tuning,https://www.youtube.com/watch?v=VbrRvdHyWKU,VbrRvdHyWKU,2025-01-30,03:16,196,35,0,Now descriptions can be used to tune the AI query in Omni.  This allows a vehicle for passing example filter values or other metadata to improve hit rates.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Treemap Sort Of,https://www.youtube.com/watch?v=UWQUbJTaLDE,UWQUbJTaLDE,2025-01-30,01:16,76,28,0,A quick view of a new advanced visualization spec for treemaps.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Higher Resolution PNG deliveries,https://www.youtube.com/watch?v=NqCEPz97__U,NqCEPz97__U,2025-01-30,00:50,50,12,0,We improved the resolution on PNG deliveries to improve the mobile dashboard experience in particular.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 User Specific Timezones,https://www.youtube.com/watch?v=KscACX5kGSg,KscACX5kGSg,2025-01-30,03:02,182,55,0,Users can now explicitly set their own timezones for dates in Omni.  This also includes controls for setting user-specific timezones on the fly in embedded contexts.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Cache Debugging Tools,https://www.youtube.com/watch?v=I4puLceinGM,I4puLceinGM,2025-01-30,01:04,64,9,0,Some new tools (mostly for Omnis) to debug caching hit rates and reasoning.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Halloween Themes,https://www.youtube.com/watch?v=GAcrzZ4J9rg,GAcrzZ4J9rg,2025-01-30,02:18,138,11,0,A few fun themes we made to celebrate Halloween and dashboard CSS controls.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Dashboard Drafts and History,https://www.youtube.com/watch?v=5koW5bRCq8Q,5koW5bRCq8Q,2025-01-30,01:11,71,31,0,"A quick preview of history of drafted and archive dashboards.  This now means not only workbook querying and visualization can be versioned, but also dashboard layouts.  This will launch as part of the new publishing workflows.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Scheduler Sender Name and Email Controls,https://www.youtube.com/watch?v=4KoGY9yt7tc,4KoGY9yt7tc,2025-01-30,02:08,128,30,0,New controls that allow admins to control the sender and reply-to email on scheduled emails via Omni.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Embed User Permissions Changes,https://www.youtube.com/watch?v=lz5eSsLxliE,lz5eSsLxliE,2025-01-30,02:09,129,15,0,"We've tuned the handling of embed user permissions.  Rather than using connection defaults, now external embed users will require explicit permission setting in the URL construction.  This makes app intent more clear and offers more nuance for internal/external shared deployments.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Visualization Axis Tick Controls,https://www.youtube.com/watch?v=4eyT0FNh_dE,4eyT0FNh_dE,2025-01-30,00:43,43,11,0,"Lots of new toggles to make axes exactly right.  Now you can hide/show ticks, the axis line, and more.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-01 Dynamic Schemas,https://www.youtube.com/watch?v=tpd9kIqcsdg,tpd9kIqcsdg,2025-01-30,08:05,485,35,0,"An early view of our work to allow for parameterizing schemas via filters (plus a quick preamble on modeling the debug logs, and why we needed it!)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 AI Conversation and Better Training Hooks,https://www.youtube.com/watch?v=rxR1ltqZlDY,rxR1ltqZlDY,2025-01-30,05:07,307,98,0,"Our AI is getting smarter.  Now Blobby can answer data questions like suggesting queries or offering follow-up questions.  Additionally we've added some metadata hooks in the model to improve how fields are selected, add example values, and more.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 SQL Autocomplete Improvements,https://www.youtube.com/watch?v=oSYM79wViPw,oSYM79wViPw,2025-01-30,02:55,175,34,2,Still striving to create a best-in-class SQL writing experience.  We overhauled the autocomplete UX to be more intelligent and prettier.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 More Drafts Preview,https://www.youtube.com/watch?v=lBCgXRhLZwA,lBCgXRhLZwA,2025-01-30,11:35,695,23,0,Luke gives us another demo of the soon-to-release drafts workflow.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Model Editing API,https://www.youtube.com/watch?v=gTZzyt1I9_w,gTZzyt1I9_w,2025-01-30,06:19,379,26,0,Title says it all - a new API for editing the model.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Map Regions Launch,https://www.youtube.com/watch?v=YOhZxitktRg,YOhZxitktRg,2025-01-30,01:45,105,29,0,"The general launch of map regions in GA, plus a demo of the new support for rendering these through the scheduler and more intelligent viewport setting when data gets filtered.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Axis Date Format Improvements,https://www.youtube.com/watch?v=HE6TA1PqdWU,HE6TA1PqdWU,2025-01-30,00:58,58,18,0,We polished up the default datetime formats on x-axis to make it more intelligent and easier to read.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Bugfix for Dash Tiles Moving on Save,https://www.youtube.com/watch?v=2_VG-aMUz70,2_VG-aMUz70,2025-01-30,02:26,146,12,0,We finally got to the root of a frustrating bug that was moving visualizations on the dashboard after unrelated edits.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Change to Date Endpoints with Filters,https://www.youtube.com/watch?v=nJdri95h8a0,nJdri95h8a0,2025-01-30,03:18,198,18,0,"Date filters using between were set to mirror Looker's behavior, which means that the end date was non-inclusive.  We've heard lots of feedback that folks don't like that and have now changed the behavior and added an additional tooltip to explain (ie. now 2024-01-01 to 2024-06-01 will include June 1st rather than excluding it).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Dashboard CSS Docs That are Beautiful,https://www.youtube.com/watch?v=kgirwSB16xA,kgirwSB16xA,2025-01-30,02:14,134,32,0,Jared gives us a preview of the new documentation explaining all of the CSS  control for dashboards in Omni.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Embedded Dashboard Sharing Demo,https://www.youtube.com/watch?v=ZsykJewHtYw,ZsykJewHtYw,2025-01-30,02:11,131,17,0,A first look at the embedded dashboard building and sharing workflow (embedded content management).  Now embedded users can build their own dashboards and share with co-workers just like native app users.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Controls with Calcs (Calcs with Field Swappers),https://www.youtube.com/watch?v=HQo9ybr7lmc,HQo9ybr7lmc,2025-01-30,04:46,286,24,0,"Now calcs work seamlessly with controls (field swappers).  So dashboards with dynamic timeframes, dimension swappers, and measure swappers can seamless build calculations on top.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Totals for Everything,https://www.youtube.com/watch?v=FFcJY2eEkgA,FFcJY2eEkgA,2025-01-30,07:29,449,66,0,"Totals for everything!  Now users can toggle between native totals (ungrouped aggregates), simple totals, min, max, and count on any field.  This includes bring flexible totals to dimensions (!) and calculations (!).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Better Form Entry,https://www.youtube.com/watch?v=CMlbAaQhJNo,CMlbAaQhJNo,2025-01-30,00:34,34,13,0,Some polish to make forms always focus to complete / save on Enter,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Maps Guest Demo with CamoAG,https://www.youtube.com/watch?v=An-U_FYr0eE,An-U_FYr0eE,2025-01-30,17:22,1042,258,4,"Chris gives us an overview of the different mapping and tiling systems in use at Camo, and shows off a few of the new Omni region mapping visualizations.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 in_query,https://www.youtube.com/watch?v=98HWcihgZMM,98HWcihgZMM,2025-01-30,02:32,152,14,0,"Now in_query works with both fields and views, plus a quick demo of how join trees are handled for in_query.  Making sure whatever crazy dynamic field handlers you need are buildable.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Sort Favorites Alphabetically,https://www.youtube.com/watch?v=24KFfNeHfZQ,24KFfNeHfZQ,2025-01-30,00:32,32,9,0,Self explanatory,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-08 Parameterized Connections with User Attributes,https://www.youtube.com/watch?v=-dXuhqbe9-E,-dXuhqbe9-E,2025-01-30,04:51,291,35,0,New tooling that allows database connections to be parameterized via user attributes.  This offers some optionality around permissioning (secure connection vs open connection) or even allowing large Snowflake warehouses for specific users or use cases.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Color Mapping,https://www.youtube.com/watch?v=zRAFjq2stM4,zRAFjq2stM4,2025-01-30,03:58,238,58,0,"An early preview of some new controls to lock color attributes on a modeled object.  This includes setting default colors for a measure, or setting the colors of specific values in a dimensions, like regions, customers, or other attributes.  Goal is promotion from the UI to nicely modeled structure.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Embed Content Sharing Polish,https://www.youtube.com/watch?v=v3sqUSSbHnc,v3sqUSSbHnc,2025-01-30,01:04,64,13,0,More work on the embedded content sharing,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Join ERD,https://www.youtube.com/watch?v=lTsMoL9nd_I,lTsMoL9nd_I,2025-01-30,02:24,144,38,0,A little python app James wrote to better understand all the relationships in the Omni environment.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 More Git for Schema Refresh,https://www.youtube.com/watch?v=dylypGZZ8jw,dylypGZZ8jw,2025-01-30,08:40,520,33,0,"More work to make sure everything in Omni can go through git, including schema refresh",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Customizing Topics,https://www.youtube.com/watch?v=N_nXRr9oEgk,N_nXRr9oEgk,2025-01-30,02:08,128,32,0,"A quick modeling pattern for customizing topics ad hoc (view sorting, labeling, etc)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 New Toast System,https://www.youtube.com/watch?v=HoiebAjCk_k,HoiebAjCk_k,2025-01-30,01:22,82,31,0,A quick demo of our new in-app toast system,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-15 Better SQL Autocomplete + Run Highlighted SQL,https://www.youtube.com/watch?v=-SgxbOMZ4mo,-SgxbOMZ4mo,2025-01-30,01:20,80,24,0,"More work to polish up our SQL autocomplete system, then a demo of run highlighted SQL for folks that need to test as they build larger SQL statements.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Vis Odds and Ends,https://www.youtube.com/watch?v=w1NfQvQyVrY,w1NfQvQyVrY,2025-01-30,03:52,232,17,0,"Bunch of vis improvements for hiding inactive controls, and currency handling in app",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 More Drafts,https://www.youtube.com/watch?v=cLnFwjMyplo,cLnFwjMyplo,2025-01-30,03:45,225,23,0,"Continuing to polish up the drafts experience, plus more navigation in product like faster new analysis links",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 Dynamic Connection Environments,https://www.youtube.com/watch?v=MkhNEclC_68,MkhNEclC_68,2025-01-30,03:16,196,43,0,Bit more about dynamic connection environment management,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Sorting Subtotals,https://www.youtube.com/watch?v=wModoEDlsQI,wModoEDlsQI,2025-01-30,01:44,104,17,0,Now subtotaled tables sort just like everything else (at any grain),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 SQL Calc Launch,https://www.youtube.com/watch?v=sSx6idGqJvw,sSx6idGqJvw,2025-01-30,00:51,51,36,0,The launch of calcs on SQL - all the goodness of Excel on top of pure SQL result sets,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Calc Descriptions,https://www.youtube.com/watch?v=pWV2RDgZ-6I,pWV2RDgZ-6I,2025-01-30,03:14,194,37,0,Now descriptions can be added to calculations - full presentation control on calcs as well,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Tab and Dash Tile Descriptions,https://www.youtube.com/watch?v=l8WdAntyUWM,l8WdAntyUWM,2025-01-30,01:05,65,71,0,New descriptions for workbook tabs and dashboard tiles - more context on everything,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Better Table Bars,https://www.youtube.com/watch?v=fX92uwaZJnY,fX92uwaZJnY,2025-01-30,01:18,78,23,0,Sarah added a bit of polish to our table visualizations to make sure they always tell the full story,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Drafts Migration Tools,https://www.youtube.com/watch?v=aXrh7k6o1Lw,aXrh7k6o1Lw,2025-01-30,02:57,177,19,0,Some internal tooling to make sure the transition to drafts is smooth,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 *Actual* Spreadsheets,https://www.youtube.com/watch?v=Y-YCs3mCOXk,Y-YCs3mCOXk,2025-01-30,06:20,380,317,4,"A first look at a new science project in Omni to add the *full* power of spreadsheets to the app.  100% of the freedom of the spreadsheet for presenting and manipulating governed data out of the warehouse.  Lots to explore here, but some beautiful reports are opened up.  Ping us if you'd like an early look.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Topic Files and More,https://www.youtube.com/watch?v=X16GlvGOljQ,X16GlvGOljQ,2025-01-30,11:49,709,32,0,An early look at new model organization - breaking topics into individual files for simpler nav and readability; plus lots of work on better model layering for included schemas,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-11-22 KPI Alignment in Renderer,https://www.youtube.com/watch?v=I5moczNMVh8,I5moczNMVh8,2025-01-30,00:51,51,22,0,Some small tweaks to make KPIs export better,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Dimension Hierarchical Drilling,https://www.youtube.com/watch?v=BCi2U0gtUCI,BCi2U0gtUCI,2025-01-30,01:03,63,46,0,Rounding out our drilling controls with hierarchical drilling on dimensions to enable clean breakout of metrics in multiple ways,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Resize Everything,https://www.youtube.com/watch?v=xPHxpUYsrho,xPHxpUYsrho,2025-01-30,01:24,84,20,0,"We made resizing everything easier - field pickers, SQL blocks, vis configs - everything is draggable now.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Better URLs with Filters,https://www.youtube.com/watch?v=vj1BFLulIbA,vj1BFLulIbA,2025-01-30,07:28,448,75,0,A first look at our new dashboard URLs - now folks can easily work around URL encoding for simpler parameterization and control,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Second-to-Last in KPI,https://www.youtube.com/watch?v=sUxFPotSNrk,sUxFPotSNrk,2025-01-30,01:25,85,15,0,A small tweak to KPI tiles that now let end users call the second-to-last row for easier building,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 dbt IDE Reader,https://www.youtube.com/watch?v=dRw68_VU_F0,dRw68_VU_F0,2025-01-30,05:14,314,95,0,"The full dbt repo is now visible inside Omni.  No more jumping back and forth, just easy lookup of your entire dbt model from inside Omni, including opening reconciled dbt SQL to test live or push back to dbt for edits.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-02 Vis and Table *Together*,https://www.youtube.com/watch?v=Z-mU23Mq96w,Z-mU23Mq96w,2025-01-30,00:42,42,33,0,A new toggle to view the visualization and data at the same time.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Model Data in Analytics,https://www.youtube.com/watch?v=U1wj-HYQEmM,U1wj-HYQEmM,2025-01-30,02:00,120,26,0,We're starting to bring model metadata into the Omni data model for sharing model metadata and usage via analytics,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
